"surveyid","country","site","sitelat","sitelong","surveydate","depth","family","genus","species","block","total","genspe"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Acanthuridae","Acanthurus","grammoptilus",2,4,"Acanthurus.grammoptilus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Acanthuridae","Acanthurus","nigricauda",2,3,"Acanthurus.nigricauda"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Acanthuridae","Acanthurus","olivaceus",2,2,"Acanthurus.olivaceus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Acanthuridae","Ctenochaetus","binotatus",1,15,"Ctenochaetus.binotatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Acanthuridae","Ctenochaetus","binotatus",2,10,"Ctenochaetus.binotatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Acanthuridae","Zebrasoma","scopas",1,2,"Zebrasoma.scopas"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Acanthuridae","Zebrasoma","scopas",2,1,"Zebrasoma.scopas"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Blenniidae","Ecsenius","bicolor",1,3,"Ecsenius.bicolor"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Blenniidae","Ecsenius","stictus",1,1,"Ecsenius.stictus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Blenniidae","Meiacanthus","atrodorsalis",1,1,"Meiacanthus.atrodorsalis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Blenniidae","Plagiotremus","rhinorhynchos",1,1,"Plagiotremus.rhinorhynchos"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Blenniidae","Plagiotremus","rhinorhynchos",2,3,"Plagiotremus.rhinorhynchos"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Carangidae","Caranx","sexfasciatus",2,2,"Caranx.sexfasciatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Chaetodontidae","Chaetodon","aureofasciatus",1,4,"Chaetodon.aureofasciatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Chaetodontidae","Chaetodon","aureofasciatus",2,2,"Chaetodon.aureofasciatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Chaetodontidae","Chaetodon","auriga",2,1,"Chaetodon.auriga"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Chaetodontidae","Chaetodon","baronessa",1,4,"Chaetodon.baronessa"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Chaetodontidae","Chaetodon","baronessa",2,3,"Chaetodon.baronessa"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Chaetodontidae","Chaetodon","citrinellus",2,1,"Chaetodon.citrinellus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Chaetodontidae","Chaetodon","kleinii",1,1,"Chaetodon.kleinii"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Chaetodontidae","Chaetodon","kleinii",2,2,"Chaetodon.kleinii"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Chaetodontidae","Chaetodon","lunulatus",1,2,"Chaetodon.lunulatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Chaetodontidae","Chaetodon","lunulatus",2,3,"Chaetodon.lunulatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Chaetodontidae","Chaetodon","melannotus",1,1,"Chaetodon.melannotus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Chaetodontidae","Chaetodon","melannotus",2,1,"Chaetodon.melannotus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Chaetodontidae","Chaetodon","plebeius",2,1,"Chaetodon.plebeius"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Chaetodontidae","Chaetodon","rainfordi",2,2,"Chaetodon.rainfordi"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Chaetodontidae","Chaetodon","speculum",2,1,"Chaetodon.speculum"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Chaetodontidae","Chaetodon","vagabundus",1,4,"Chaetodon.vagabundus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Gobiidae","Amblygobius","phalaena",1,2,"Amblygobius.phalaena"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Gobiidae","Fusigobius","signipinnis",1,1,"Fusigobius.signipinnis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Gobiidae","Istigobius","decoratus",1,1,"Istigobius.decoratus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Gobiidae","Koumansetta","rainfordi",1,1,"Koumansetta.rainfordi"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Haemulidae","Plectorhinchus","chaetodonoides",1,1,"Plectorhinchus.chaetodonoides"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Haemulidae","Plectorhinchus","chrysotaenia",1,1,"Plectorhinchus.chrysotaenia"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Haemulidae","Plectorhinchus","lineatus",1,1,"Plectorhinchus.lineatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Anampses","neoguinaicus",2,1,"Anampses.neoguinaicus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Bodianus","axillaris",2,1,"Bodianus.axillaris"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Cheilinus","chlorourus",1,6,"Cheilinus.chlorourus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Cheilinus","chlorourus",2,4,"Cheilinus.chlorourus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Cheilinus","trilobatus",2,1,"Cheilinus.trilobatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Coris","batuensis",1,4,"Coris.batuensis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Coris","batuensis",2,4,"Coris.batuensis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Epibulus","insidiator",1,2,"Epibulus.insidiator"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Epibulus","insidiator",2,1,"Epibulus.insidiator"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Gomphosus","varius",2,1,"Gomphosus.varius"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Halichoeres","chloropterus",1,5,"Halichoeres.chloropterus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Halichoeres","chloropterus",2,4,"Halichoeres.chloropterus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Halichoeres","melanurus",1,90,"Halichoeres.melanurus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Halichoeres","melanurus",2,43,"Halichoeres.melanurus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Hemigymnus","melapterus",1,1,"Hemigymnus.melapterus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Hemigymnus","melapterus",2,2,"Hemigymnus.melapterus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Labrichthys","unilineatus",1,3,"Labrichthys.unilineatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Labrichthys","unilineatus",2,2,"Labrichthys.unilineatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Oxycheilinus","digrammus",1,2,"Oxycheilinus.digrammus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Oxycheilinus","digrammus",2,1,"Oxycheilinus.digrammus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Stethojulis","strigiventer",1,1,"Stethojulis.strigiventer"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Stethojulis","strigiventer",2,4,"Stethojulis.strigiventer"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Thalassoma","hardwicke",1,1,"Thalassoma.hardwicke"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Thalassoma","lunare",1,38,"Thalassoma.lunare"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Labridae","Thalassoma","lunare",2,13,"Thalassoma.lunare"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Lutjanidae","Lutjanus","carponotatus",1,1,"Lutjanus.carponotatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Microdesmidae","Ptereleotris","evides",1,2,"Ptereleotris.evides"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Microdesmidae","Ptereleotris","evides",2,17,"Ptereleotris.evides"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Mugilidae","Crenimugil","crenilabis",2,4,"Crenimugil.crenilabis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Mullidae","Parupeneus","barberinus",1,3,"Parupeneus.barberinus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Mullidae","Parupeneus","barberinus",2,2,"Parupeneus.barberinus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Mullidae","Parupeneus","crassilabris",1,3,"Parupeneus.crassilabris"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Mullidae","Parupeneus","crassilabris",2,2,"Parupeneus.crassilabris"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Mullidae","Parupeneus","cyclostomus",1,1,"Parupeneus.cyclostomus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Mullidae","Parupeneus","cyclostomus",2,1,"Parupeneus.cyclostomus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Mullidae","Parupeneus","multifasciatus",1,4,"Parupeneus.multifasciatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Mullidae","Parupeneus","multifasciatus",2,3,"Parupeneus.multifasciatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Nemipteridae","Scolopsis","bilineata",1,10,"Scolopsis.bilineata"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Nemipteridae","Scolopsis","bilineata",2,10,"Scolopsis.bilineata"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Nemipteridae","Scolopsis","margaritifer",1,7,"Scolopsis.margaritifer"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Nemipteridae","Scolopsis","margaritifer",2,4,"Scolopsis.margaritifer"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pinguipedidae","Parapercis","australis",2,1,"Parapercis.australis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pinguipedidae","Parapercis","pacifica",2,2,"Parapercis.pacifica"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacanthidae","Pomacanthus","sexstriatus",1,1,"Pomacanthus.sexstriatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacanthidae","Pomacanthus","sexstriatus",2,1,"Pomacanthus.sexstriatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Abudefduf","whitleyi",1,13,"Abudefduf.whitleyi"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Abudefduf","whitleyi",2,13,"Abudefduf.whitleyi"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Acanthochromis","polyacanthus",1,103,"Acanthochromis.polyacanthus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Acanthochromis","polyacanthus",2,55,"Acanthochromis.polyacanthus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Amblyglyphidodon","curacao",1,23,"Amblyglyphidodon.curacao"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Amblyglyphidodon","curacao",2,24,"Amblyglyphidodon.curacao"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Chromis","atripectoralis",1,4,"Chromis.atripectoralis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Chromis","atripectoralis",2,21,"Chromis.atripectoralis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Chromis","ternatensis",1,33,"Chromis.ternatensis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Chromis","ternatensis",2,15,"Chromis.ternatensis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Chromis","viridis",1,163,"Chromis.viridis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Chromis","viridis",2,165,"Chromis.viridis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Chrysiptera","rollandi",1,66,"Chrysiptera.rollandi"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Chrysiptera","rollandi",2,75,"Chrysiptera.rollandi"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Dascyllus","aruanus",1,4,"Dascyllus.aruanus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Dascyllus","aruanus",2,2,"Dascyllus.aruanus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Dascyllus","reticulatus",1,12,"Dascyllus.reticulatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Dascyllus","reticulatus",2,5,"Dascyllus.reticulatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Dischistodus","melanotus",1,2,"Dischistodus.melanotus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Dischistodus","melanotus",2,1,"Dischistodus.melanotus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Dischistodus","perspicillatus",2,1,"Dischistodus.perspicillatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Dischistodus","prosopotaenia",1,9,"Dischistodus.prosopotaenia"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Dischistodus","prosopotaenia",2,7,"Dischistodus.prosopotaenia"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Neopomacentrus","azysron",1,75,"Neopomacentrus.azysron"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Neopomacentrus","azysron",2,155,"Neopomacentrus.azysron"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Plectroglyphidodon","lacrymatus",1,28,"Plectroglyphidodon.lacrymatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Plectroglyphidodon","lacrymatus",2,15,"Plectroglyphidodon.lacrymatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Pomacentrus","adelus",1,20,"Pomacentrus.adelus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Pomacentrus","adelus",2,9,"Pomacentrus.adelus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Pomacentrus","amboinensis",1,90,"Pomacentrus.amboinensis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Pomacentrus","amboinensis",2,121,"Pomacentrus.amboinensis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Pomacentrus","bankanensis",2,2,"Pomacentrus.bankanensis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Pomacentrus","brachialis",1,140,"Pomacentrus.brachialis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Pomacentrus","brachialis",2,70,"Pomacentrus.brachialis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Pomacentrus","lepidogenys",1,57,"Pomacentrus.lepidogenys"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Pomacentrus","lepidogenys",2,69,"Pomacentrus.lepidogenys"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Pomacentrus","moluccensis",1,160,"Pomacentrus.moluccensis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Pomacentrus","moluccensis",2,195,"Pomacentrus.moluccensis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Pomacentrus","wardi",1,22,"Pomacentrus.wardi"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Pomacentrus","wardi",2,8,"Pomacentrus.wardi"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Premnas","biaculeatus",1,4,"Premnas.biaculeatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pomacentridae","Stegastes","nigricans",1,1,"Stegastes.nigricans"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Pseudochromidae","Pseudochromis","fuscus",1,2,"Pseudochromis.fuscus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Scaridae","Chlorurus","sordidus",2,2,"Chlorurus.sordidus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Scaridae","Scarus","flavipectoralis",1,4,"Scarus.flavipectoralis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Scaridae","Scarus","flavipectoralis",2,6,"Scarus.flavipectoralis"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Scaridae","Scarus","ghobban",1,1,"Scarus.ghobban"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Scaridae","Scarus","ghobban",2,1,"Scarus.ghobban"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Scaridae","Scarus","rivulatus",1,1,"Scarus.rivulatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Scaridae","Scarus","spp.",1,14,"Scarus.spp."
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Scaridae","Scarus","spp.",2,12,"Scarus.spp."
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Serranidae","Epinephelus","ongus",2,2,"Epinephelus.ongus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Siganidae","Siganus","corallinus",1,2,"Siganus.corallinus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Siganidae","Siganus","corallinus",2,2,"Siganus.corallinus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Siganidae","Siganus","doliatus",1,3,"Siganus.doliatus"
4000720,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,3,"Siganidae","Siganus","doliatus",2,3,"Siganus.doliatus"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Acanthuridae","Acanthurus","dussumieri",2,1,"Acanthurus.dussumieri"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Acanthuridae","Acanthurus","nigricauda",1,2,"Acanthurus.nigricauda"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Acanthuridae","Acanthurus","nigricauda",2,1,"Acanthurus.nigricauda"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Acanthuridae","Ctenochaetus","binotatus",1,8,"Ctenochaetus.binotatus"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Acanthuridae","Ctenochaetus","binotatus",2,9,"Ctenochaetus.binotatus"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Acanthuridae","Naso","brevirostris",2,1,"Naso.brevirostris"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Acanthuridae","Zebrasoma","scopas",1,5,"Zebrasoma.scopas"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Acanthuridae","Zebrasoma","scopas",2,5,"Zebrasoma.scopas"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Acanthuridae","Zebrasoma","veliferum",2,1,"Zebrasoma.veliferum"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Apogonidae","Cheilodipterus","macrodon",2,2,"Cheilodipterus.macrodon"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Apogonidae","Cheilodipterus","quinquelineatus",1,9,"Cheilodipterus.quinquelineatus"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Balistidae","Balistapus","undulatus",1,2,"Balistapus.undulatus"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Balistidae","Balistapus","undulatus",2,1,"Balistapus.undulatus"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Balistidae","Sufflamen","chrysopterum",1,1,"Sufflamen.chrysopterum"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Blenniidae","Ecsenius","bicolor",1,1,"Ecsenius.bicolor"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Blenniidae","Meiacanthus","atrodorsalis",1,1,"Meiacanthus.atrodorsalis"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Blenniidae","Plagiotremus","rhinorhynchos",1,3,"Plagiotremus.rhinorhynchos"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Blenniidae","Plagiotremus","rhinorhynchos",2,3,"Plagiotremus.rhinorhynchos"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Caesionidae","Caesio","caerulaurea",1,9,"Caesio.caerulaurea"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Caesionidae","Caesio","teres",1,73,"Caesio.teres"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Chaetodontidae","Chaetodon","aureofasciatus",1,2,"Chaetodon.aureofasciatus"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Chaetodontidae","Chaetodon","aureofasciatus",2,1,"Chaetodon.aureofasciatus"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Chaetodontidae","Chaetodon","baronessa",1,3,"Chaetodon.baronessa"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Chaetodontidae","Chaetodon","baronessa",2,4,"Chaetodon.baronessa"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Chaetodontidae","Chaetodon","ephippium",1,5,"Chaetodon.ephippium"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Chaetodontidae","Chaetodon","ephippium",2,4,"Chaetodon.ephippium"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Chaetodontidae","Chaetodon","kleinii",1,3,"Chaetodon.kleinii"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Chaetodontidae","Chaetodon","kleinii",2,2,"Chaetodon.kleinii"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Chaetodontidae","Chaetodon","lunulatus",1,2,"Chaetodon.lunulatus"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Chaetodontidae","Chaetodon","lunulatus",2,3,"Chaetodon.lunulatus"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Chaetodontidae","Chaetodon","melannotus",2,1,"Chaetodon.melannotus"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Chaetodontidae","Chaetodon","plebeius",1,2,"Chaetodon.plebeius"
4000721,"Australia","Watsons Bay north",-14.66,145.45,2010-06-27 14:00:00,4,"Chaetodontidae","Chaetodon","plebeius",2,2,"Chaetodon.plebeius"
