"surveyid","country","site","sitelat","sitelong","surveydate","depth","family","genus","species","block","total","genspe"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Abudefduf","whitleyi",2,2,"Abudefduf.whitleyi"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Acanthochromis","polyacanthus",1,100,"Acanthochromis.polyacanthus"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Acanthochromis","polyacanthus",2,50,"Acanthochromis.polyacanthus"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Amblyglyphidodon","curacao",1,200,"Amblyglyphidodon.curacao"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Amblyglyphidodon","curacao",2,200,"Amblyglyphidodon.curacao"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Amblyglyphidodon","leucogaster",1,4,"Amblyglyphidodon.leucogaster"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Amblyglyphidodon","leucogaster",2,2,"Amblyglyphidodon.leucogaster"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Amphiprion","akindynos",1,1,"Amphiprion.akindynos"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Chromis","atripectoralis",1,3500,"Chromis.atripectoralis"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Chromis","atripectoralis",2,2000,"Chromis.atripectoralis"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Chromis","ternatensis",1,700,"Chromis.ternatensis"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Chromis","ternatensis",2,500,"Chromis.ternatensis"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Chromis","viridis",1,600,"Chromis.viridis"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Chromis","viridis",2,200,"Chromis.viridis"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Chrysiptera","rollandi",1,90,"Chrysiptera.rollandi"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Chrysiptera","rollandi",2,90,"Chrysiptera.rollandi"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Dascyllus","aruanus",2,1,"Dascyllus.aruanus"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Dischistodus","prosopotaenia",1,3,"Dischistodus.prosopotaenia"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Dischistodus","prosopotaenia",2,1,"Dischistodus.prosopotaenia"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Neoglyphidodon","melas",2,1,"Neoglyphidodon.melas"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Neoglyphidodon","nigroris",1,4,"Neoglyphidodon.nigroris"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Neoglyphidodon","nigroris",2,2,"Neoglyphidodon.nigroris"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Neopomacentrus","azysron",1,200,"Neopomacentrus.azysron"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Neopomacentrus","azysron",2,1500,"Neopomacentrus.azysron"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Pomacentrus","adelus",1,65,"Pomacentrus.adelus"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Pomacentrus","adelus",2,40,"Pomacentrus.adelus"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Pomacentrus","amboinensis",1,40,"Pomacentrus.amboinensis"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Pomacentrus","amboinensis",2,30,"Pomacentrus.amboinensis"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Pomacentrus","brachialis",1,520,"Pomacentrus.brachialis"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Pomacentrus","brachialis",2,200,"Pomacentrus.brachialis"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Pomacentrus","grammorhynchus",1,2,"Pomacentrus.grammorhynchus"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Pomacentrus","lepidogenys",1,60,"Pomacentrus.lepidogenys"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Pomacentrus","lepidogenys",2,80,"Pomacentrus.lepidogenys"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Pomacentrus","moluccensis",1,600,"Pomacentrus.moluccensis"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Pomacentrus","moluccensis",2,700,"Pomacentrus.moluccensis"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Pomacentridae","Pomacentrus","spp.",2,15,"Pomacentrus.spp."
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Scaridae","Chlorurus","sordidus",1,3,"Chlorurus.sordidus"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Scaridae","Scarus","chameleon",2,1,"Scarus.chameleon"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Scaridae","Scarus","flavipectoralis",2,1,"Scarus.flavipectoralis"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Scaridae","Scarus","niger",1,4,"Scarus.niger"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Scaridae","Scarus","niger",2,1,"Scarus.niger"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Scaridae","Scarus","spp.",1,6,"Scarus.spp."
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Scaridae","Scarus","spp.",2,7,"Scarus.spp."
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Serranidae","Anyperodon","leucogrammicus",2,1,"Anyperodon.leucogrammicus"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Serranidae","Cephalopholis","cyanostigma",1,2,"Cephalopholis.cyanostigma"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Serranidae","Cephalopholis","microprion",1,1,"Cephalopholis.microprion"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Serranidae","Plectropomus","leopardus",1,5,"Plectropomus.leopardus"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Serranidae","Plectropomus","leopardus",2,9,"Plectropomus.leopardus"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Siganidae","Siganus","corallinus",1,1,"Siganus.corallinus"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Siganidae","Siganus","corallinus",2,1,"Siganus.corallinus"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Siganidae","Siganus","doliatus",1,2,"Siganus.doliatus"
4000727,"Australia","Vickys Reef",-14.69,145.44,2010-06-28 14:00:00,4.5,"Tetraodontidae","Arothron","hispidus",1,1,"Arothron.hispidus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Acanthuridae","Acanthurus","auranticavus",1,15,"Acanthurus.auranticavus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Acanthuridae","Acanthurus","auranticavus",2,40,"Acanthurus.auranticavus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Acanthuridae","Ctenochaetus","binotatus",1,14,"Ctenochaetus.binotatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Acanthuridae","Ctenochaetus","binotatus",2,5,"Ctenochaetus.binotatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Acanthuridae","Ctenochaetus","striatus",1,2,"Ctenochaetus.striatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Acanthuridae","Ctenochaetus","striatus",2,2,"Ctenochaetus.striatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Acanthuridae","Naso","brevirostris",2,3,"Naso.brevirostris"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Acanthuridae","Naso","lituratus",2,1,"Naso.lituratus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Acanthuridae","Naso","spp.",1,1,"Naso.spp."
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Acanthuridae","Zebrasoma","scopas",1,1,"Zebrasoma.scopas"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Acanthuridae","Zebrasoma","scopas",2,3,"Zebrasoma.scopas"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Balistidae","Balistapus","undulatus",1,1,"Balistapus.undulatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Balistidae","Sufflamen","chrysopterum",1,2,"Sufflamen.chrysopterum"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Blenniidae","Ecsenius","bicolor",2,1,"Ecsenius.bicolor"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Blenniidae","Meiacanthus","atrodorsalis",1,1,"Meiacanthus.atrodorsalis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Caesionidae","Caesio","caerulaurea",1,13,"Caesio.caerulaurea"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Caesionidae","Caesio","caerulaurea",2,20,"Caesio.caerulaurea"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Caesionidae","Pterocaesio","digramma",1,5,"Pterocaesio.digramma"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Chaetodontidae","Chaetodon","baronessa",1,2,"Chaetodon.baronessa"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Chaetodontidae","Chaetodon","baronessa",2,3,"Chaetodon.baronessa"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Chaetodontidae","Chaetodon","citrinellus",1,1,"Chaetodon.citrinellus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Chaetodontidae","Chaetodon","citrinellus",2,2,"Chaetodon.citrinellus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Chaetodontidae","Chaetodon","kleinii",1,2,"Chaetodon.kleinii"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Chaetodontidae","Chaetodon","lunulatus",2,2,"Chaetodon.lunulatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Chaetodontidae","Chaetodon","melannotus",1,2,"Chaetodon.melannotus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Chaetodontidae","Chaetodon","trifascialis",2,1,"Chaetodon.trifascialis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Cirrhitidae","Cirrhitichthys","falco",2,3,"Cirrhitichthys.falco"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Ephippidae","Platax","teira",2,1,"Platax.teira"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Gobiidae","Amblygobius","decussatus",1,2,"Amblygobius.decussatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Gobiidae","Amblygobius","phalaena",1,1,"Amblygobius.phalaena"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Gobiidae","Koumansetta","rainfordi",1,1,"Koumansetta.rainfordi"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Gobiidae","Koumansetta","rainfordi",2,2,"Koumansetta.rainfordi"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Gobiidae","Valenciennea","strigata",1,1,"Valenciennea.strigata"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Haemulidae","Plectorhinchus","lineatus",2,1,"Plectorhinchus.lineatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Holocentridae","Myripristis","spp.",2,1,"Myripristis.spp."
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Bodianus","axillaris",2,1,"Bodianus.axillaris"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Cheilinus","chlorourus",1,1,"Cheilinus.chlorourus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Cheilinus","fasciatus",1,2,"Cheilinus.fasciatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Choerodon","fasciatus",1,1,"Choerodon.fasciatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Coris","aygula",2,1,"Coris.aygula"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Coris","batuensis",1,2,"Coris.batuensis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Coris","batuensis",2,1,"Coris.batuensis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Coris","dorsomacula",1,1,"Coris.dorsomacula"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Epibulus","insidiator",2,2,"Epibulus.insidiator"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Gomphosus","varius",2,2,"Gomphosus.varius"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Halichoeres","hortulanus",2,2,"Halichoeres.hortulanus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Halichoeres","melanurus",1,5,"Halichoeres.melanurus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Halichoeres","melanurus",2,5,"Halichoeres.melanurus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Hemigymnus","melapterus",1,2,"Hemigymnus.melapterus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Hemigymnus","melapterus",2,1,"Hemigymnus.melapterus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Labroides","bicolor",2,2,"Labroides.bicolor"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Labroides","dimidiatus",1,3,"Labroides.dimidiatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Labroides","dimidiatus",2,5,"Labroides.dimidiatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Novaculichthys","taeniourus",2,1,"Novaculichthys.taeniourus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Pseudocheilinus","hexataenia",2,2,"Pseudocheilinus.hexataenia"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Thalassoma","hardwicke",2,3,"Thalassoma.hardwicke"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Thalassoma","jansenii",1,1,"Thalassoma.jansenii"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Thalassoma","jansenii",2,4,"Thalassoma.jansenii"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Thalassoma","lunare",1,20,"Thalassoma.lunare"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Labridae","Thalassoma","lunare",2,22,"Thalassoma.lunare"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Microdesmidae","Ptereleotris","evides",1,2,"Ptereleotris.evides"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Mullidae","Parupeneus","crassilabris",1,1,"Parupeneus.crassilabris"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Mullidae","Parupeneus","crassilabris",2,1,"Parupeneus.crassilabris"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Mullidae","Parupeneus","multifasciatus",1,8,"Parupeneus.multifasciatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Mullidae","Parupeneus","multifasciatus",2,3,"Parupeneus.multifasciatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Nemipteridae","Scolopsis","bilineata",1,4,"Scolopsis.bilineata"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Nemipteridae","Scolopsis","bilineata",2,3,"Scolopsis.bilineata"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacanthidae","Centropyge","bicolor",1,5,"Centropyge.bicolor"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacanthidae","Centropyge","bispinosa",2,1,"Centropyge.bispinosa"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacanthidae","Centropyge","vrolikii",2,1,"Centropyge.vrolikii"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacanthidae","Pomacanthid","spp.",2,2,"Pomacanthid.spp."
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacanthidae","Pomacanthus","sexstriatus",2,2,"Pomacanthus.sexstriatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Abudefduf","whitleyi",2,2,"Abudefduf.whitleyi"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Acanthochromis","polyacanthus",1,8,"Acanthochromis.polyacanthus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Acanthochromis","polyacanthus",2,4,"Acanthochromis.polyacanthus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Chromis","ternatensis",1,81,"Chromis.ternatensis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Chromis","ternatensis",2,30,"Chromis.ternatensis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Chromis","viridis",1,30,"Chromis.viridis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Chromis","viridis",2,20,"Chromis.viridis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Chrysiptera","rollandi",1,175,"Chrysiptera.rollandi"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Chrysiptera","rollandi",2,120,"Chrysiptera.rollandi"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Chrysiptera","talboti",1,5,"Chrysiptera.talboti"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Chrysiptera","talboti",2,8,"Chrysiptera.talboti"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Dascyllus","reticulatus",1,300,"Dascyllus.reticulatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Dascyllus","reticulatus",2,200,"Dascyllus.reticulatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Neoglyphidodon","melas",1,1,"Neoglyphidodon.melas"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Neopomacentrus","azysron",2,40,"Neopomacentrus.azysron"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Pomacentrus","amboinensis",1,50,"Pomacentrus.amboinensis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Pomacentrus","amboinensis",2,20,"Pomacentrus.amboinensis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Pomacentrus","brachialis",1,245,"Pomacentrus.brachialis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Pomacentrus","brachialis",2,75,"Pomacentrus.brachialis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Pomacentrus","chrysurus",1,15,"Pomacentrus.chrysurus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Pomacentrus","coelestis",1,60,"Pomacentrus.coelestis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Pomacentrus","coelestis",2,80,"Pomacentrus.coelestis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Pomacentrus","lepidogenys",1,40,"Pomacentrus.lepidogenys"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Pomacentrus","lepidogenys",2,20,"Pomacentrus.lepidogenys"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Pomacentrus","moluccensis",1,50,"Pomacentrus.moluccensis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Pomacentrus","moluccensis",2,200,"Pomacentrus.moluccensis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Pomacentrus","spp.",1,4,"Pomacentrus.spp."
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Pomacentrus","spp.",2,10,"Pomacentrus.spp."
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Pomacentrus","wardi",1,1,"Pomacentrus.wardi"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pomacentridae","Premnas","biaculeatus",2,3,"Premnas.biaculeatus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Pseudochromidae","Pseudochromis","fuscus",1,1,"Pseudochromis.fuscus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Scaridae","Chlorurus","sordidus",1,1,"Chlorurus.sordidus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Scaridae","Chlorurus","sordidus",2,4,"Chlorurus.sordidus"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Scaridae","Scarus","flavipectoralis",2,1,"Scarus.flavipectoralis"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Scaridae","Scarus","ghobban",1,1,"Scarus.ghobban"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Scaridae","Scarus","ghobban",2,1,"Scarus.ghobban"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Scaridae","Scarus","globiceps",1,1,"Scarus.globiceps"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Scaridae","Scarus","globiceps",2,1,"Scarus.globiceps"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Scaridae","Scarus","schlegeli",2,1,"Scarus.schlegeli"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Scaridae","Scarus","spp.",2,1,"Scarus.spp."
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Serranidae","Cephalopholis","boenak",1,1,"Cephalopholis.boenak"
4000728,"Australia","Mermaid Cove dropoff",-14.65,145.46,2010-06-29 14:00:00,5,"Serranidae","Cephalopholis","boenak",2,1,"Cephalopholis.boenak"
