"","Site","Exposure","year","depth","transect","Family","Functional.Group","species","abundance"
"561","Blue Lagoon","Lagoon",2011,"deep",3,"Nemipteridae","Carnivore","sco.marg",4
"562","Blue Lagoon","Lagoon",2011,"deep",3,"Pomacanthidae","Omnivore","poc.sexs",1
"563","Blue Lagoon","Lagoon",2011,"deep",3,"Pomacentridae","Extensive farmer","hgy.plag",2
"564","Blue Lagoon","Lagoon",2011,"deep",3,"Pomacentridae","Extensive farmer","pom.gram",9
"565","Blue Lagoon","Lagoon",2011,"deep",3,"Pomacentridae","Indeterminate farmer","pom.adel",11
"566","Blue Lagoon","Lagoon",2011,"deep",3,"Pomacentridae","Intensive farmer","dis.pros",6
"567","Blue Lagoon","Lagoon",2011,"deep",3,"Pomacentridae","Omnivore","pom.ambo",7
"568","Blue Lagoon","Lagoon",2011,"deep",3,"Pomacentridae","Omnivore","pom.molu",34
"569","Blue Lagoon","Lagoon",2011,"deep",3,"Pomacentridae","Planktivore","amb.cura",11
"570","Blue Lagoon","Lagoon",2011,"deep",3,"Pomacentridae","Planktivore","chy.roll",13
"571","Blue Lagoon","Lagoon",2011,"deep",3,"Pomacentridae","Planktivore","pom.naga",1
"572","Blue Lagoon","Lagoon",2011,"deep",3,"Scaridae","Excavator","cet.bico",1
"573","Blue Lagoon","Lagoon",2011,"deep",3,"Scaridae","Excavator","chs.micr",3
"574","Blue Lagoon","Lagoon",2011,"deep",3,"Scaridae","Scraper","sca.psit",1
"575","Blue Lagoon","Lagoon",2011,"deep",3,"Serranidae","Carnivore","cep.cyan",1
"576","Blue Lagoon","Lagoon",2011,"deep",3,"Serranidae","Hunting piscivore","pms.leop",1
"577","Blue Lagoon","Lagoon",2011,"deep",3,"Siganidae","Grazer","sig.line",1
"578","Blue Lagoon","Lagoon",2011,"deep",3,"Sphyraenidae","Hunting piscivore","sph.flav",6
"579","Blue Lagoon","Lagoon",2011,"shallow",1,"Acanthuridae","Browser","nas.tong",1
"580","Blue Lagoon","Lagoon",2011,"shallow",1,"Acanthuridae","Cropper","zeb.veli",1
"581","Blue Lagoon","Lagoon",2011,"shallow",1,"Acanthuridae","Grazer","aca.gram",6
"582","Blue Lagoon","Lagoon",2011,"shallow",1,"Acanthuridae","Grazer","aca.xant",1
"583","Blue Lagoon","Lagoon",2011,"shallow",1,"Caesionidae","Planktivore","cae.cuni",15
"584","Blue Lagoon","Lagoon",2011,"shallow",1,"Carangidae","Macroinvertivore","tra.bloc",3
"585","Blue Lagoon","Lagoon",2011,"shallow",1,"Chaetodontidae","Omnivore","hen.acum",2
"586","Blue Lagoon","Lagoon",2011,"shallow",1,"Haemulidae","Carnivore","dia.pict",12
"587","Blue Lagoon","Lagoon",2011,"shallow",1,"Labridae","Macroinvertivore","che.fasc",1
"588","Blue Lagoon","Lagoon",2011,"shallow",1,"Labridae","Macroinvertivore","cho.fasc",2
"589","Blue Lagoon","Lagoon",2011,"shallow",1,"Labridae","Macroinvertivore","hem.melt",1
"590","Blue Lagoon","Lagoon",2011,"shallow",1,"Labridae","Microinvertivore","lab.dimi",1
"591","Blue Lagoon","Lagoon",2011,"shallow",1,"Lethrinidae","Macroinvertivore","let.letj",12
"592","Blue Lagoon","Lagoon",2011,"shallow",1,"Lutjanidae","Carnivore","lut.carp",3
"593","Blue Lagoon","Lagoon",2011,"shallow",1,"Lutjanidae","Carnivore","lut.flma",2
"594","Blue Lagoon","Lagoon",2011,"shallow",1,"Lutjanidae","Hunting piscivore","lut.boha",1
"595","Blue Lagoon","Lagoon",2011,"shallow",1,"Nemipteridae","Macroinvertivore","sco.bili",1
"596","Blue Lagoon","Lagoon",2011,"shallow",1,"Pomacanthidae","Omnivore","poc.sexs",1
"597","Blue Lagoon","Lagoon",2011,"shallow",1,"Pomacentridae","Extensive farmer","hgy.plag",8
"598","Blue Lagoon","Lagoon",2011,"shallow",1,"Pomacentridae","Extensive farmer","pom.gram",4
"599","Blue Lagoon","Lagoon",2011,"shallow",1,"Pomacentridae","Extensive farmer","pom.ward",2
"600","Blue Lagoon","Lagoon",2011,"shallow",1,"Pomacentridae","Indeterminate farmer","pom.adel",8
"601","Blue Lagoon","Lagoon",2011,"shallow",1,"Pomacentridae","Intensive farmer","dis.pros",3
"602","Blue Lagoon","Lagoon",2011,"shallow",1,"Pomacentridae","Omnivore","pom.ambo",4
"603","Blue Lagoon","Lagoon",2011,"shallow",1,"Pomacentridae","Omnivore","pom.molu",31
"604","Blue Lagoon","Lagoon",2011,"shallow",1,"Pomacentridae","Planktivore","acn.poly",10
"605","Blue Lagoon","Lagoon",2011,"shallow",1,"Pomacentridae","Planktivore","amb.cura",49
"606","Blue Lagoon","Lagoon",2011,"shallow",1,"Pomacentridae","Planktivore","chr.tern",1
"607","Blue Lagoon","Lagoon",2011,"shallow",1,"Pomacentridae","Planktivore","chy.roll",17
"608","Blue Lagoon","Lagoon",2011,"shallow",1,"Scaridae","Scraper","sca.alti",1
"609","Blue Lagoon","Lagoon",2011,"shallow",1,"Scaridae","Scraper","sca.rivu",1
"610","Blue Lagoon","Lagoon",2011,"shallow",1,"Serranidae","Hunting piscivore","pms.leop",1
"611","Blue Lagoon","Lagoon",2011,"shallow",1,"Siganidae","Browser","sig.arge",2
"612","Blue Lagoon","Lagoon",2011,"shallow",1,"Siganidae","Browser","sig.doli",1
"613","Blue Lagoon","Lagoon",2011,"shallow",1,"Zanclidae","Omnivore","zan.corn",1
"614","Blue Lagoon","Lagoon",2011,"shallow",2,"Acanthuridae","Cropper","zeb.veli",2
"615","Blue Lagoon","Lagoon",2011,"shallow",2,"Acanthuridae","Grazer","aca.bloc",5
"616","Blue Lagoon","Lagoon",2011,"shallow",2,"Acanthuridae","Grazer","aca.xant",1
"617","Blue Lagoon","Lagoon",2011,"shallow",2,"Acanthuridae","Grazer","cte.stri",2
"618","Blue Lagoon","Lagoon",2011,"shallow",2,"Caesionidae","Planktivore","cae.cuni",54
"619","Blue Lagoon","Lagoon",2011,"shallow",2,"Carangidae","Carnivore","scm.lysa",2
"620","Blue Lagoon","Lagoon",2011,"shallow",2,"Chaetodontidae","Facultative corallivore","cha.ulie",1
"621","Blue Lagoon","Lagoon",2011,"shallow",2,"Haemulidae","Carnivore","dia.pict",4
"622","Blue Lagoon","Lagoon",2011,"shallow",2,"Labridae","Carnivore","cir.punc",3
"623","Blue Lagoon","Lagoon",2011,"shallow",2,"Labridae","Hunting piscivore","tha.luna",5
"624","Blue Lagoon","Lagoon",2011,"shallow",2,"Labridae","Macroinvertivore","che.fasc",1
"625","Blue Lagoon","Lagoon",2011,"shallow",2,"Labridae","Macroinvertivore","psd.molu",1
"626","Blue Lagoon","Lagoon",2011,"shallow",2,"Labridae","Microinvertivore","lab.dimi",1
"627","Blue Lagoon","Lagoon",2011,"shallow",2,"Lutjanidae","Carnivore","lut.carp",3
"628","Blue Lagoon","Lagoon",2011,"shallow",2,"Lutjanidae","Carnivore","lut.flma",8
"629","Blue Lagoon","Lagoon",2011,"shallow",2,"Nemipteridae","Carnivore","sco.mono",3
"630","Blue Lagoon","Lagoon",2011,"shallow",2,"Nemipteridae","Macroinvertivore","sco.bili",3
"631","Blue Lagoon","Lagoon",2011,"shallow",2,"Pomacentridae","Extensive farmer","hgy.plag",6
"632","Blue Lagoon","Lagoon",2011,"shallow",2,"Pomacentridae","Extensive farmer","neg.nigr",3
"633","Blue Lagoon","Lagoon",2011,"shallow",2,"Pomacentridae","Extensive farmer","pom.gram",14
"634","Blue Lagoon","Lagoon",2011,"shallow",2,"Pomacentridae","Extensive farmer","pom.ward",6
"635","Blue Lagoon","Lagoon",2011,"shallow",2,"Pomacentridae","Indeterminate farmer","pom.adel",15
"636","Blue Lagoon","Lagoon",2011,"shallow",2,"Pomacentridae","Intensive farmer","dis.pros",2
"637","Blue Lagoon","Lagoon",2011,"shallow",2,"Pomacentridae","Omnivore","pom.brac",5
"638","Blue Lagoon","Lagoon",2011,"shallow",2,"Pomacentridae","Omnivore","pom.molu",36
"639","Blue Lagoon","Lagoon",2011,"shallow",2,"Pomacentridae","Planktivore","acn.poly",8
"640","Blue Lagoon","Lagoon",2011,"shallow",2,"Pomacentridae","Planktivore","amb.cura",46
"641","Blue Lagoon","Lagoon",2011,"shallow",2,"Pomacentridae","Planktivore","chr.tern",1
"642","Blue Lagoon","Lagoon",2011,"shallow",2,"Pomacentridae","Planktivore","chy.roll",22
"643","Blue Lagoon","Lagoon",2011,"shallow",2,"Scaridae","Excavator","chs.sord",1
"644","Blue Lagoon","Lagoon",2011,"shallow",2,"Scaridae","Scraper","sca.alti",2
"645","Blue Lagoon","Lagoon",2011,"shallow",2,"Scaridae","Scraper","sca.rivu",1
"646","Blue Lagoon","Lagoon",2011,"shallow",2,"Siganidae","Browser","sig.vulp",1
"647","Blue Lagoon","Lagoon",2011,"shallow",2,"Siganidae","Grazer","sig.line",3
"648","Blue Lagoon","Lagoon",2011,"shallow",2,"Siganidae","Spongivore","sig.puel",1
"649","Blue Lagoon","Lagoon",2011,"shallow",3,"Acanthuridae","Browser","nas.litu",1
"650","Blue Lagoon","Lagoon",2011,"shallow",3,"Acanthuridae","Browser","nas.tong",1
"651","Blue Lagoon","Lagoon",2011,"shallow",3,"Acanthuridae","Cropper","zeb.veli",1
"652","Blue Lagoon","Lagoon",2011,"shallow",3,"Acanthuridae","Grazer","aca.duss",6
"653","Blue Lagoon","Lagoon",2011,"shallow",3,"Acanthuridae","Grazer","aca.xant",4
"654","Blue Lagoon","Lagoon",2011,"shallow",3,"Balistidae","Omnivore","blp.undu",1
"655","Blue Lagoon","Lagoon",2011,"shallow",3,"Caesionidae","Planktivore","cae.cuni",29
"656","Blue Lagoon","Lagoon",2011,"shallow",3,"Caesionidae","Planktivore","pte.diag",10
"657","Blue Lagoon","Lagoon",2011,"shallow",3,"Carangidae","Macroinvertivore","tra.bloc",3
"658","Blue Lagoon","Lagoon",2011,"shallow",3,"Chaetodontidae","Microinvertivore","hen.mono",1
"659","Blue Lagoon","Lagoon",2011,"shallow",3,"Chaetodontidae","Obligate corallivore","cha.pleb",1
"660","Blue Lagoon","Lagoon",2011,"shallow",3,"Chaetodontidae","Omnivore","cha.auri",2
"661","Blue Lagoon","Lagoon",2011,"shallow",3,"Chaetodontidae","Omnivore","cha.ephi",1
"662","Blue Lagoon","Lagoon",2011,"shallow",3,"Ephippidae","Omnivore","plx.pinn",1
"663","Blue Lagoon","Lagoon",2011,"shallow",3,"Ephippidae","Omnivore","plx.teir",11
"664","Blue Lagoon","Lagoon",2011,"shallow",3,"Haemulidae","Carnivore","dia.pict",1
"665","Blue Lagoon","Lagoon",2011,"shallow",3,"Labridae","Hunting piscivore","tha.luna",1
"666","Blue Lagoon","Lagoon",2011,"shallow",3,"Labridae","Macroinvertivore","che.fasc",1
"667","Blue Lagoon","Lagoon",2011,"shallow",3,"Labridae","Microinvertivore","hal.nigr",2
"668","Blue Lagoon","Lagoon",2011,"shallow",3,"Labridae","Microinvertivore","lab.dimi",2
"669","Blue Lagoon","Lagoon",2011,"shallow",3,"Lethrinidae","Macroinvertivore","let.letj",13
"670","Blue Lagoon","Lagoon",2011,"shallow",3,"Lutjanidae","Carnivore","lut.carp",2
"671","Blue Lagoon","Lagoon",2011,"shallow",3,"Lutjanidae","Carnivore","lut.flma",3
"672","Blue Lagoon","Lagoon",2011,"shallow",3,"Lutjanidae","Carnivore","lut.quin",85
"673","Blue Lagoon","Lagoon",2011,"shallow",3,"Pomacentridae","Extensive farmer","hgy.plag",4
"674","Blue Lagoon","Lagoon",2011,"shallow",3,"Pomacentridae","Extensive farmer","pom.gram",7
"675","Blue Lagoon","Lagoon",2011,"shallow",3,"Pomacentridae","Indeterminate farmer","pom.adel",10
"676","Blue Lagoon","Lagoon",2011,"shallow",3,"Pomacentridae","Intensive farmer","dis.pros",1
"677","Blue Lagoon","Lagoon",2011,"shallow",3,"Pomacentridae","Omnivore","amb.leuc",1
"678","Blue Lagoon","Lagoon",2011,"shallow",3,"Pomacentridae","Omnivore","pom.ambo",2
"679","Blue Lagoon","Lagoon",2011,"shallow",3,"Pomacentridae","Omnivore","pom.molu",58
"680","Blue Lagoon","Lagoon",2011,"shallow",3,"Pomacentridae","Planktivore","acn.poly",1
"681","Blue Lagoon","Lagoon",2011,"shallow",3,"Pomacentridae","Planktivore","amb.cura",37
"682","Blue Lagoon","Lagoon",2011,"shallow",3,"Pomacentridae","Planktivore","chy.roll",18
"683","Blue Lagoon","Lagoon",2011,"shallow",3,"Pomacentridae","Planktivore","neo.azys",13
"684","Blue Lagoon","Lagoon",2011,"shallow",3,"Pomacentridae","Planktivore","neo.cyan",2
"685","Blue Lagoon","Lagoon",2011,"shallow",3,"Scaridae","Scraper","sca.cham",1
"686","Blue Lagoon","Lagoon",2011,"shallow",3,"Siganidae","Grazer","sig.line",7
"687","Blue Lagoon","Lagoon",2015,"deep",1,"Acanthuridae","Grazer","aca.nuda",1
"688","Blue Lagoon","Lagoon",2015,"deep",1,"Acanthuridae","Grazer","cte.stri",1
"689","Blue Lagoon","Lagoon",2015,"deep",1,"Chaetodontidae","Microinvertivore","chm.rost",2
"690","Blue Lagoon","Lagoon",2015,"deep",1,"Chaetodontidae","Obligate corallivore","cha.ttus",3
"691","Blue Lagoon","Lagoon",2015,"deep",1,"Labridae","Macroinvertivore","ana.neog",1
"692","Blue Lagoon","Lagoon",2015,"deep",1,"Labridae","Macroinvertivore","che.fasc",1
"693","Blue Lagoon","Lagoon",2015,"deep",1,"Labridae","Macroinvertivore","cor.batu",1
"694","Blue Lagoon","Lagoon",2015,"deep",1,"Labridae","Macroinvertivore","hem.melt",1
"695","Blue Lagoon","Lagoon",2015,"deep",1,"Labridae","Microinvertivore","hal.mela",3
"696","Blue Lagoon","Lagoon",2015,"deep",1,"Mullidae","Macroinvertivore","par.barb",1
"697","Blue Lagoon","Lagoon",2015,"deep",1,"Nemipteridae","Macroinvertivore","sco.bili",1
"698","Blue Lagoon","Lagoon",2015,"deep",1,"Pomacanthidae","Omnivore","poc.sexs",1
"699","Blue Lagoon","Lagoon",2015,"deep",1,"Pomacentridae","Extensive farmer","hgy.plag",1
"700","Blue Lagoon","Lagoon",2015,"deep",1,"Pomacentridae","Extensive farmer","pom.gram",8
"701","Blue Lagoon","Lagoon",2015,"deep",1,"Pomacentridae","Indeterminate farmer","pom.adel",4
"702","Blue Lagoon","Lagoon",2015,"deep",1,"Pomacentridae","Intensive farmer","dis.mela",5
"703","Blue Lagoon","Lagoon",2015,"deep",1,"Pomacentridae","Omnivore","pom.ambo",5
"704","Blue Lagoon","Lagoon",2015,"deep",1,"Pomacentridae","Omnivore","pom.brac",20
"705","Blue Lagoon","Lagoon",2015,"deep",1,"Pomacentridae","Omnivore","pom.molu",177
"706","Blue Lagoon","Lagoon",2015,"deep",1,"Pomacentridae","Planktivore","acn.poly",3
"707","Blue Lagoon","Lagoon",2015,"deep",1,"Pomacentridae","Planktivore","amb.cura",52
"708","Blue Lagoon","Lagoon",2015,"deep",1,"Pomacentridae","Planktivore","das.arua",4
"709","Blue Lagoon","Lagoon",2015,"deep",1,"Pomacentridae","Planktivore","neo.azys",53
"710","Blue Lagoon","Lagoon",2015,"deep",1,"Scaridae","Scraper","sca.nigr",3
"711","Blue Lagoon","Lagoon",2015,"deep",2,"Acanthuridae","Cropper","zeb.veli",2
"712","Blue Lagoon","Lagoon",2015,"deep",2,"Acanthuridae","Grazer","aca.duss",3
"713","Blue Lagoon","Lagoon",2015,"deep",2,"Chaetodontidae","Microinvertivore","chm.rost",1
"714","Blue Lagoon","Lagoon",2015,"deep",2,"Chaetodontidae","Obligate corallivore","cha.ttus",1
"715","Blue Lagoon","Lagoon",2015,"deep",2,"Chaetodontidae","Omnivore","cha.auri",1
"716","Blue Lagoon","Lagoon",2015,"deep",2,"Chaetodontidae","Omnivore","cha.vaga",1
"717","Blue Lagoon","Lagoon",2015,"deep",2,"Haemulidae","Carnivore","dia.pict",31
"718","Blue Lagoon","Lagoon",2015,"deep",2,"Haemulidae","Macroinvertivore","ple.chry",14
"719","Blue Lagoon","Lagoon",2015,"deep",2,"Labridae","Hunting piscivore","tha.luna",2
"720","Blue Lagoon","Lagoon",2015,"deep",2,"Labridae","Macroinvertivore","che.chlo",1
"721","Blue Lagoon","Lagoon",2015,"deep",2,"Labridae","Macroinvertivore","che.fasc",1
"722","Blue Lagoon","Lagoon",2015,"deep",2,"Labridae","Macroinvertivore","cor.batu",3
"723","Blue Lagoon","Lagoon",2015,"deep",2,"Labridae","Microinvertivore","hal.mela",2
"724","Blue Lagoon","Lagoon",2015,"deep",2,"Labridae","Microinvertivore","lab.dimi",1
"725","Blue Lagoon","Lagoon",2015,"deep",2,"Lutjanidae","Carnivore","lut.flma",6
"726","Blue Lagoon","Lagoon",2015,"deep",2,"Lutjanidae","Hunting piscivore","lut.boha",1
"727","Blue Lagoon","Lagoon",2015,"deep",2,"Nemipteridae","Carnivore","sco.marg",2
"728","Blue Lagoon","Lagoon",2015,"deep",2,"Pomacentridae","Extensive farmer","hgy.plag",3
"729","Blue Lagoon","Lagoon",2015,"deep",2,"Pomacentridae","Extensive farmer","pom.gram",8
"730","Blue Lagoon","Lagoon",2015,"deep",2,"Pomacentridae","Indeterminate farmer","pom.adel",3
"731","Blue Lagoon","Lagoon",2015,"deep",2,"Pomacentridae","Intensive farmer","dis.mela",6
"732","Blue Lagoon","Lagoon",2015,"deep",2,"Pomacentridae","Intensive farmer","ste.nigr",2
"733","Blue Lagoon","Lagoon",2015,"deep",2,"Pomacentridae","Omnivore","pom.ambo",5
"734","Blue Lagoon","Lagoon",2015,"deep",2,"Pomacentridae","Omnivore","pom.brac",13
"735","Blue Lagoon","Lagoon",2015,"deep",2,"Pomacentridae","Omnivore","pom.molu",214
"736","Blue Lagoon","Lagoon",2015,"deep",2,"Pomacentridae","Planktivore","acn.poly",1
"737","Blue Lagoon","Lagoon",2015,"deep",2,"Pomacentridae","Planktivore","amb.cura",18
"738","Blue Lagoon","Lagoon",2015,"deep",2,"Pomacentridae","Planktivore","chy.roll",2
"739","Blue Lagoon","Lagoon",2015,"deep",2,"Pomacentridae","Planktivore","das.arua",3
"740","Blue Lagoon","Lagoon",2015,"deep",2,"Pomacentridae","Planktivore","neo.azys",80
"741","Blue Lagoon","Lagoon",2015,"deep",2,"Scaridae","Excavator","chs.micr",6
"742","Blue Lagoon","Lagoon",2015,"deep",2,"Scaridae","Scraper","sca.alti",7
"743","Blue Lagoon","Lagoon",2015,"deep",2,"Serranidae","Carnivore","cep.cyan",2
"744","Blue Lagoon","Lagoon",2015,"deep",2,"Siganidae","Browser","sig.doli",2
"745","Blue Lagoon","Lagoon",2015,"deep",3,"Acanthuridae","Cropper","zeb.scop",1
"746","Blue Lagoon","Lagoon",2015,"deep",3,"Acanthuridae","Grazer","aca.duss",2
"747","Blue Lagoon","Lagoon",2015,"deep",3,"Acanthuridae","Grazer","cte.stri",3
"748","Blue Lagoon","Lagoon",2015,"deep",3,"Haemulidae","Carnivore","dia.pict",1
"749","Blue Lagoon","Lagoon",2015,"deep",3,"Labridae","Carnivore","cir.punc",7
"750","Blue Lagoon","Lagoon",2015,"deep",3,"Labridae","Hunting piscivore","tha.luna",3
"751","Blue Lagoon","Lagoon",2015,"deep",3,"Labridae","Macroinvertivore","cor.batu",8
"752","Blue Lagoon","Lagoon",2015,"deep",3,"Labridae","Microinvertivore","hal.mela",1
"753","Blue Lagoon","Lagoon",2015,"deep",3,"Labridae","Microinvertivore","lab.dimi",3
"754","Blue Lagoon","Lagoon",2015,"deep",3,"Lethrinidae","Macroinvertivore","let.letj",2
"755","Blue Lagoon","Lagoon",2015,"deep",3,"Nemipteridae","Macroinvertivore","sco.bili",1
"756","Blue Lagoon","Lagoon",2015,"deep",3,"Pomacentridae","Extensive farmer","hgy.plag",1
"757","Blue Lagoon","Lagoon",2015,"deep",3,"Pomacentridae","Extensive farmer","pom.gram",5
"758","Blue Lagoon","Lagoon",2015,"deep",3,"Pomacentridae","Indeterminate farmer","pom.adel",2
"759","Blue Lagoon","Lagoon",2015,"deep",3,"Pomacentridae","Intensive farmer","dis.pers",2
"760","Blue Lagoon","Lagoon",2015,"deep",3,"Pomacentridae","Intensive farmer","dis.pros",1
"761","Blue Lagoon","Lagoon",2015,"deep",3,"Pomacentridae","Omnivore","pom.ambo",24
"762","Blue Lagoon","Lagoon",2015,"deep",3,"Pomacentridae","Omnivore","pom.brac",8
"763","Blue Lagoon","Lagoon",2015,"deep",3,"Pomacentridae","Omnivore","pom.molu",144
"764","Blue Lagoon","Lagoon",2015,"deep",3,"Pomacentridae","Planktivore","amb.cura",15
"765","Blue Lagoon","Lagoon",2015,"deep",3,"Pomacentridae","Planktivore","chy.roll",3
"766","Blue Lagoon","Lagoon",2015,"deep",3,"Pomacentridae","Planktivore","pom.naga",1
"767","Blue Lagoon","Lagoon",2015,"deep",3,"Scaridae","Scraper","sca.alti",1
"768","Blue Lagoon","Lagoon",2015,"deep",3,"Scaridae","Scraper","sca.flav",1
"769","Blue Lagoon","Lagoon",2015,"shallow",1,"Acanthuridae","Grazer","aca.bloc",2
"770","Blue Lagoon","Lagoon",2015,"shallow",1,"Acanthuridae","Grazer","aca.nuda",1
"771","Blue Lagoon","Lagoon",2015,"shallow",1,"Chaetodontidae","Obligate corallivore","cha.ttus",2
"772","Blue Lagoon","Lagoon",2015,"shallow",1,"Chaetodontidae","Omnivore","cha.auri",1
"773","Blue Lagoon","Lagoon",2015,"shallow",1,"Haemulidae","Macroinvertivore","ple.chry",1
"774","Blue Lagoon","Lagoon",2015,"shallow",1,"Labridae","Hunting piscivore","tha.luna",1
"775","Blue Lagoon","Lagoon",2015,"shallow",1,"Labridae","Macroinvertivore","hal.chlo",1
"776","Blue Lagoon","Lagoon",2015,"shallow",1,"Labridae","Macroinvertivore","hem.melt",1
"777","Blue Lagoon","Lagoon",2015,"shallow",1,"Labridae","Microinvertivore","lab.dimi",3
"778","Blue Lagoon","Lagoon",2015,"shallow",1,"Lethrinidae","Macroinvertivore","mon.hete",4
"779","Blue Lagoon","Lagoon",2015,"shallow",1,"Lutjanidae","Carnivore","lut.gibb",1
"780","Blue Lagoon","Lagoon",2015,"shallow",1,"Nemipteridae","Carnivore","sco.marg",3
"781","Blue Lagoon","Lagoon",2015,"shallow",1,"Pomacentridae","Extensive farmer","hgy.plag",3
"782","Blue Lagoon","Lagoon",2015,"shallow",1,"Pomacentridae","Extensive farmer","neg.nigr",5
"783","Blue Lagoon","Lagoon",2015,"shallow",1,"Pomacentridae","Extensive farmer","pom.gram",4
"784","Blue Lagoon","Lagoon",2015,"shallow",1,"Pomacentridae","Indeterminate farmer","pom.adel",3
"785","Blue Lagoon","Lagoon",2015,"shallow",1,"Pomacentridae","Intensive farmer","dis.pros",1
"786","Blue Lagoon","Lagoon",2015,"shallow",1,"Pomacentridae","Intensive farmer","ste.apic",2
"787","Blue Lagoon","Lagoon",2015,"shallow",1,"Pomacentridae","Intensive farmer","ste.nigr",5
"788","Blue Lagoon","Lagoon",2015,"shallow",1,"Pomacentridae","Omnivore","pom.molu",163
"789","Blue Lagoon","Lagoon",2015,"shallow",1,"Pomacentridae","Planktivore","acn.poly",5
"790","Blue Lagoon","Lagoon",2015,"shallow",1,"Pomacentridae","Planktivore","amb.cura",13
"791","Blue Lagoon","Lagoon",2015,"shallow",1,"Pomacentridae","Planktivore","chr.viri",10
"792","Blue Lagoon","Lagoon",2015,"shallow",1,"Scaridae","Scraper","hip.long",1
"793","Blue Lagoon","Lagoon",2015,"shallow",1,"Scaridae","Scraper","sca.alti",5
"794","Blue Lagoon","Lagoon",2015,"shallow",1,"Scaridae","Scraper","sca.ghob",1
"795","Blue Lagoon","Lagoon",2015,"shallow",1,"Scaridae","Scraper","sca.nigr",1
"796","Blue Lagoon","Lagoon",2015,"shallow",1,"Scaridae","Scraper","sca.rivu",1
"797","Blue Lagoon","Lagoon",2015,"shallow",1,"Siganidae","Browser","sig.cora",3
"798","Blue Lagoon","Lagoon",2015,"shallow",1,"Siganidae","Browser","sig.doli",2
"799","Blue Lagoon","Lagoon",2015,"shallow",1,"Siganidae","Browser","sig.punc",1
"800","Blue Lagoon","Lagoon",2015,"shallow",1,"Siganidae","Browser","sig.vulp",2
"801","Blue Lagoon","Lagoon",2015,"shallow",1,"Zanclidae","Omnivore","zan.corn",1
"802","Blue Lagoon","Lagoon",2015,"shallow",2,"Acanthuridae","Browser","nas.tong",1
"803","Blue Lagoon","Lagoon",2015,"shallow",2,"Acanthuridae","Grazer","aca.bloc",62
"804","Blue Lagoon","Lagoon",2015,"shallow",2,"Acanthuridae","Grazer","aca.duss",1
"805","Blue Lagoon","Lagoon",2015,"shallow",2,"Acanthuridae","Grazer","cte.stri",1
"806","Blue Lagoon","Lagoon",2015,"shallow",2,"Acanthuridae","Planktivore","nas.annu",1
"807","Blue Lagoon","Lagoon",2015,"shallow",2,"Balistidae","Macroinvertivore","bal.viri",1
"808","Blue Lagoon","Lagoon",2015,"shallow",2,"Kyphosidae","Browser","kyp.bigi",1
"809","Blue Lagoon","Lagoon",2015,"shallow",2,"Kyphosidae","Browser","kyp.vaig",5
"810","Blue Lagoon","Lagoon",2015,"shallow",2,"Labridae","Carnivore","epb.insi",1
"811","Blue Lagoon","Lagoon",2015,"shallow",2,"Labridae","Macroinvertivore","che.chlo",1
"812","Blue Lagoon","Lagoon",2015,"shallow",2,"Labridae","Macroinvertivore","che.fasc",1
"813","Blue Lagoon","Lagoon",2015,"shallow",2,"Labridae","Microinvertivore","lab.dimi",1
"814","Blue Lagoon","Lagoon",2015,"shallow",2,"Labridae","Omnivore","tha.hard",1
"815","Blue Lagoon","Lagoon",2015,"shallow",2,"Labridae","Planktivore","ana.geog",1
"816","Blue Lagoon","Lagoon",2015,"shallow",2,"Lutjanidae","Carnivore","lut.carp",1
"817","Blue Lagoon","Lagoon",2015,"shallow",2,"Lutjanidae","Carnivore","lut.gibb",3
"818","Blue Lagoon","Lagoon",2015,"shallow",2,"Pomacentridae","Extensive farmer","hgy.plag",1
"819","Blue Lagoon","Lagoon",2015,"shallow",2,"Pomacentridae","Extensive farmer","neg.nigr",16
"820","Blue Lagoon","Lagoon",2015,"shallow",2,"Pomacentridae","Extensive farmer","pom.gram",5
"821","Blue Lagoon","Lagoon",2015,"shallow",2,"Pomacentridae","Indeterminate farmer","pom.adel",4
"822","Blue Lagoon","Lagoon",2015,"shallow",2,"Pomacentridae","Intensive farmer","ste.apic",1
"823","Blue Lagoon","Lagoon",2015,"shallow",2,"Pomacentridae","Intensive farmer","ste.nigr",9
"824","Blue Lagoon","Lagoon",2015,"shallow",2,"Pomacentridae","Omnivore","pom.molu",113
"825","Blue Lagoon","Lagoon",2015,"shallow",2,"Pomacentridae","Planktivore","acn.poly",3
"826","Blue Lagoon","Lagoon",2015,"shallow",2,"Pomacentridae","Planktivore","amb.cura",14
"827","Blue Lagoon","Lagoon",2015,"shallow",2,"Scaridae","Excavator","chs.micr",3
"828","Blue Lagoon","Lagoon",2015,"shallow",2,"Scaridae","Excavator","chs.sord",3
"829","Blue Lagoon","Lagoon",2015,"shallow",2,"Scaridae","Scraper","hip.long",1
"830","Blue Lagoon","Lagoon",2015,"shallow",2,"Scaridae","Scraper","sca.alti",2
"831","Blue Lagoon","Lagoon",2015,"shallow",2,"Scaridae","Scraper","sca.nigr",1
"832","Blue Lagoon","Lagoon",2015,"shallow",2,"Scaridae","Scraper","sca.rivu",1
"833","Blue Lagoon","Lagoon",2015,"shallow",2,"Scaridae","Scraper","sca.schl",2
"834","Blue Lagoon","Lagoon",2015,"shallow",2,"Serranidae","Carnivore","cep.cyan",3
