"","Site","Exposure","year","depth","transect","Family","Functional.Group","species","abundance"
"1","Big Vickis","Sheltered",2011,"deep",1,"Acanthuridae","Grazer","aca.bloc",1
"2","Big Vickis","Sheltered",2011,"deep",1,"Acanthuridae","Grazer","cte.bino",1
"3","Big Vickis","Sheltered",2011,"deep",1,"Acanthuridae","Grazer","cte.stri",3
"4","Big Vickis","Sheltered",2011,"deep",1,"Balistidae","Macroinvertivore","suf.chry",2
"5","Big Vickis","Sheltered",2011,"deep",1,"Chaetodontidae","Obligate corallivore","cha.baro",4
"6","Big Vickis","Sheltered",2011,"deep",1,"Chaetodontidae","Obligate corallivore","cha.ttus",2
"7","Big Vickis","Sheltered",2011,"deep",1,"Labridae","Carnivore","oxy.orie",1
"8","Big Vickis","Sheltered",2011,"deep",1,"Labridae","Hunting piscivore","tha.luna",2
"9","Big Vickis","Sheltered",2011,"deep",1,"Labridae","Macroinvertivore","che.chlo",3
"10","Big Vickis","Sheltered",2011,"deep",1,"Labridae","Macroinvertivore","che.fasc",1
"11","Big Vickis","Sheltered",2011,"deep",1,"Labridae","Macroinvertivore","cor.batu",2
"12","Big Vickis","Sheltered",2011,"deep",1,"Labridae","Macroinvertivore","hem.melt",1
"13","Big Vickis","Sheltered",2011,"deep",1,"Labridae","Microinvertivore","hal.mela",2
"14","Big Vickis","Sheltered",2011,"deep",1,"Lutjanidae","Carnivore","lut.carp",3
"15","Big Vickis","Sheltered",2011,"deep",1,"Mullidae","Macroinvertivore","par.mult",1
"16","Big Vickis","Sheltered",2011,"deep",1,"Nemipteridae","Macroinvertivore","sco.bili",2
"17","Big Vickis","Sheltered",2011,"deep",1,"Pomacentridae","Extensive farmer","pom.ward",2
"18","Big Vickis","Sheltered",2011,"deep",1,"Pomacentridae","Indeterminate farmer","pom.adel",11
"19","Big Vickis","Sheltered",2011,"deep",1,"Pomacentridae","Omnivore","pom.ambo",13
"20","Big Vickis","Sheltered",2011,"deep",1,"Pomacentridae","Omnivore","pom.brac",2
"21","Big Vickis","Sheltered",2011,"deep",1,"Pomacentridae","Omnivore","pom.molu",62
"22","Big Vickis","Sheltered",2011,"deep",1,"Pomacentridae","Planktivore","chy.roll",3
"23","Big Vickis","Sheltered",2011,"deep",1,"Pomacentridae","Planktivore","das.arua",2
"24","Big Vickis","Sheltered",2011,"deep",1,"Pomacentridae","Planktivore","das.reti",5
"25","Big Vickis","Sheltered",2011,"deep",1,"Pomacentridae","Planktivore","pom.naga",15
"26","Big Vickis","Sheltered",2011,"deep",1,"Scaridae","Scraper","sca.flav",2
"27","Big Vickis","Sheltered",2011,"deep",1,"Scaridae","Scraper","sca.schl",2
"28","Big Vickis","Sheltered",2011,"deep",1,"Serranidae","Hunting piscivore","pms.leop",1
"29","Big Vickis","Sheltered",2011,"deep",2,"Acanthuridae","Cropper","aca.ncus",1
"30","Big Vickis","Sheltered",2011,"deep",2,"Acanthuridae","Grazer","aca.bloc",4
"31","Big Vickis","Sheltered",2011,"deep",2,"Acanthuridae","Grazer","cte.bino",1
"32","Big Vickis","Sheltered",2011,"deep",2,"Acanthuridae","Grazer","cte.stri",7
"33","Big Vickis","Sheltered",2011,"deep",2,"Balistidae","Macroinvertivore","suf.chry",2
"34","Big Vickis","Sheltered",2011,"deep",2,"Chaetodontidae","Facultative corallivore","cha.klei",1
"35","Big Vickis","Sheltered",2011,"deep",2,"Chaetodontidae","Omnivore","cha.auri",1
"36","Big Vickis","Sheltered",2011,"deep",2,"Chaetodontidae","Omnivore","cha.vaga",2
"37","Big Vickis","Sheltered",2011,"deep",2,"Labridae","Hunting piscivore","oxy.diag",1
"38","Big Vickis","Sheltered",2011,"deep",2,"Labridae","Hunting piscivore","tha.luna",11
"39","Big Vickis","Sheltered",2011,"deep",2,"Labridae","Macroinvertivore","che.chlo",2
"40","Big Vickis","Sheltered",2011,"deep",2,"Labridae","Macroinvertivore","che.fasc",2
"41","Big Vickis","Sheltered",2011,"deep",2,"Labridae","Macroinvertivore","cor.batu",1
"42","Big Vickis","Sheltered",2011,"deep",2,"Labridae","Microinvertivore","hal.mela",5
"43","Big Vickis","Sheltered",2011,"deep",2,"Labridae","Obligate corallivore","lbr.xant",1
"44","Big Vickis","Sheltered",2011,"deep",2,"Lethrinidae","Carnivore","let.atki",1
"45","Big Vickis","Sheltered",2011,"deep",2,"Mullidae","Macroinvertivore","par.barb",1
"46","Big Vickis","Sheltered",2011,"deep",2,"Mullidae","Macroinvertivore","par.mult",2
"47","Big Vickis","Sheltered",2011,"deep",2,"Nemipteridae","Carnivore","pen.aure",1
"48","Big Vickis","Sheltered",2011,"deep",2,"Nemipteridae","Macroinvertivore","sco.bili",2
"49","Big Vickis","Sheltered",2011,"deep",2,"Pomacanthidae","Omnivore","cen.bico",3
"50","Big Vickis","Sheltered",2011,"deep",2,"Pomacentridae","Indeterminate farmer","pom.adel",3
"51","Big Vickis","Sheltered",2011,"deep",2,"Pomacentridae","Omnivore","pom.ambo",32
"52","Big Vickis","Sheltered",2011,"deep",2,"Pomacentridae","Omnivore","pom.brac",11
"53","Big Vickis","Sheltered",2011,"deep",2,"Pomacentridae","Omnivore","pom.molu",62
"54","Big Vickis","Sheltered",2011,"deep",2,"Pomacentridae","Planktivore","amb.cura",1
"55","Big Vickis","Sheltered",2011,"deep",2,"Pomacentridae","Planktivore","chy.roll",6
"56","Big Vickis","Sheltered",2011,"deep",2,"Pomacentridae","Planktivore","das.reti",8
"57","Big Vickis","Sheltered",2011,"deep",2,"Pomacentridae","Planktivore","neo.azys",9
"58","Big Vickis","Sheltered",2011,"deep",2,"Pomacentridae","Planktivore","pom.coel",1
"59","Big Vickis","Sheltered",2011,"deep",2,"Pomacentridae","Planktivore","pom.lepi",2
"60","Big Vickis","Sheltered",2011,"deep",2,"Pomacentridae","Planktivore","pom.naga",6
"61","Big Vickis","Sheltered",2011,"deep",2,"Scaridae","Excavator","chs.sord",3
"62","Big Vickis","Sheltered",2011,"deep",2,"Scaridae","Scraper","sca.dimi",1
"63","Big Vickis","Sheltered",2011,"deep",2,"Scaridae","Scraper","sca.flav",3
"64","Big Vickis","Sheltered",2011,"deep",2,"Scaridae","Scraper","sca.glob",4
"65","Big Vickis","Sheltered",2011,"deep",2,"Scaridae","Scraper","sca.rivu",25
"66","Big Vickis","Sheltered",2011,"deep",2,"Scaridae","Scraper","sca.schl",1
"67","Big Vickis","Sheltered",2011,"deep",2,"Serranidae","Carnivore","cep.cyan",2
"68","Big Vickis","Sheltered",2011,"deep",2,"Serranidae","Hunting piscivore","pms.leop",1
"69","Big Vickis","Sheltered",2011,"deep",3,"Acanthuridae","Grazer","aca.bloc",7
"70","Big Vickis","Sheltered",2011,"deep",3,"Acanthuridae","Grazer","cte.stri",2
"71","Big Vickis","Sheltered",2011,"deep",3,"Balistidae","Macroinvertivore","suf.chry",1
"72","Big Vickis","Sheltered",2011,"deep",3,"Chaetodontidae","Obligate corallivore","cha.afas",2
"73","Big Vickis","Sheltered",2011,"deep",3,"Chaetodontidae","Obligate corallivore","cha.rain",1
"74","Big Vickis","Sheltered",2011,"deep",3,"Labridae","Carnivore","oxy.orie",1
"75","Big Vickis","Sheltered",2011,"deep",3,"Labridae","Hunting piscivore","tha.luna",6
"76","Big Vickis","Sheltered",2011,"deep",3,"Labridae","Macroinvertivore","che.chlo",3
"77","Big Vickis","Sheltered",2011,"deep",3,"Labridae","Macroinvertivore","cor.batu",3
"78","Big Vickis","Sheltered",2011,"deep",3,"Labridae","Microinvertivore","hal.mela",3
"79","Big Vickis","Sheltered",2011,"deep",3,"Nemipteridae","Carnivore","sco.mono",1
"80","Big Vickis","Sheltered",2011,"deep",3,"Nemipteridae","Macroinvertivore","sco.bili",2
"81","Big Vickis","Sheltered",2011,"deep",3,"Pomacentridae","Extensive farmer","pom.ward",1
"82","Big Vickis","Sheltered",2011,"deep",3,"Pomacentridae","Indeterminate farmer","pom.adel",3
"83","Big Vickis","Sheltered",2011,"deep",3,"Pomacentridae","Omnivore","pom.ambo",13
"84","Big Vickis","Sheltered",2011,"deep",3,"Pomacentridae","Omnivore","pom.molu",68
"85","Big Vickis","Sheltered",2011,"deep",3,"Pomacentridae","Planktivore","amp.akin",3
"86","Big Vickis","Sheltered",2011,"deep",3,"Pomacentridae","Planktivore","chr.viri",18
"87","Big Vickis","Sheltered",2011,"deep",3,"Pomacentridae","Planktivore","das.arua",15
"88","Big Vickis","Sheltered",2011,"deep",3,"Pomacentridae","Planktivore","das.reti",4
"89","Big Vickis","Sheltered",2011,"deep",3,"Pomacentridae","Planktivore","neo.azys",6
"90","Big Vickis","Sheltered",2011,"deep",3,"Pomacentridae","Planktivore","pom.coel",1
"91","Big Vickis","Sheltered",2011,"deep",3,"Pomacentridae","Planktivore","pom.naga",8
"92","Big Vickis","Sheltered",2011,"deep",3,"Scaridae","Excavator","chs.sord",1
"93","Big Vickis","Sheltered",2011,"deep",3,"Scaridae","Scraper","hip.long",1
"94","Big Vickis","Sheltered",2011,"deep",3,"Scaridae","Scraper","sca.flav",1
"95","Big Vickis","Sheltered",2011,"deep",3,"Scaridae","Scraper","sca.psit",1
"96","Big Vickis","Sheltered",2011,"deep",3,"Scaridae","Scraper","sca.rivu",2
"97","Big Vickis","Sheltered",2011,"deep",3,"Scaridae","Scraper","sca.schl",2
"98","Big Vickis","Sheltered",2011,"deep",3,"Serranidae","Carnivore","cep.boen",1
"99","Big Vickis","Sheltered",2011,"shallow",1,"Acanthuridae","Cropper","aca.ncus",3
"100","Big Vickis","Sheltered",2011,"shallow",1,"Acanthuridae","Grazer","aca.bloc",2
"101","Big Vickis","Sheltered",2011,"shallow",1,"Acanthuridae","Grazer","aca.xant",6
"102","Big Vickis","Sheltered",2011,"shallow",1,"Acanthuridae","Grazer","cte.stri",4
"103","Big Vickis","Sheltered",2011,"shallow",1,"Balistidae","Macroinvertivore","suf.chry",1
"104","Big Vickis","Sheltered",2011,"shallow",1,"Chaetodontidae","Facultative corallivore","cha.citr",4
"105","Big Vickis","Sheltered",2011,"shallow",1,"Chaetodontidae","Facultative corallivore","cha.mela",1
"106","Big Vickis","Sheltered",2011,"shallow",1,"Chaetodontidae","Obligate corallivore","cha.baro",3
"107","Big Vickis","Sheltered",2011,"shallow",1,"Chaetodontidae","Obligate corallivore","cha.ttus",2
"108","Big Vickis","Sheltered",2011,"shallow",1,"Labridae","Hunting piscivore","tha.luna",3
"109","Big Vickis","Sheltered",2011,"shallow",1,"Labridae","Macroinvertivore","cor.batu",3
"110","Big Vickis","Sheltered",2011,"shallow",1,"Labridae","Microinvertivore","hal.mela",1
"111","Big Vickis","Sheltered",2011,"shallow",1,"Mullidae","Macroinvertivore","par.barb",1
"112","Big Vickis","Sheltered",2011,"shallow",1,"Mullidae","Macroinvertivore","par.mult",2
"113","Big Vickis","Sheltered",2011,"shallow",1,"Nemipteridae","Macroinvertivore","sco.bili",3
"114","Big Vickis","Sheltered",2011,"shallow",1,"Pomacanthidae","Omnivore","poc.sexs",2
"115","Big Vickis","Sheltered",2011,"shallow",1,"Pomacentridae","Extensive farmer","pom.ward",2
"116","Big Vickis","Sheltered",2011,"shallow",1,"Pomacentridae","Indeterminate farmer","pom.adel",25
"117","Big Vickis","Sheltered",2011,"shallow",1,"Pomacentridae","Intensive farmer","dis.pros",1
"118","Big Vickis","Sheltered",2011,"shallow",1,"Pomacentridae","Omnivore","pom.ambo",6
"119","Big Vickis","Sheltered",2011,"shallow",1,"Pomacentridae","Omnivore","pom.brac",3
"120","Big Vickis","Sheltered",2011,"shallow",1,"Pomacentridae","Omnivore","pom.molu",80
"121","Big Vickis","Sheltered",2011,"shallow",1,"Pomacentridae","Planktivore","amb.cura",3
"122","Big Vickis","Sheltered",2011,"shallow",1,"Pomacentridae","Planktivore","chy.roll",3
"123","Big Vickis","Sheltered",2011,"shallow",1,"Pomacentridae","Planktivore","das.reti",1
"124","Big Vickis","Sheltered",2011,"shallow",1,"Pomacentridae","Planktivore","neo.azys",3
"125","Big Vickis","Sheltered",2011,"shallow",1,"Pomacentridae","Planktivore","pom.lepi",9
"126","Big Vickis","Sheltered",2011,"shallow",1,"Scaridae","Excavator","chs.sord",3
"127","Big Vickis","Sheltered",2011,"shallow",1,"Scaridae","Scraper","sca.cham",1
"128","Big Vickis","Sheltered",2011,"shallow",1,"Scaridae","Scraper","sca.rivu",6
"129","Big Vickis","Sheltered",2011,"shallow",1,"Scaridae","Scraper","sca.schl",3
"130","Big Vickis","Sheltered",2011,"shallow",2,"Acanthuridae","Cropper","aca.ncus",5
"131","Big Vickis","Sheltered",2011,"shallow",2,"Acanthuridae","Cropper","zeb.veli",2
"132","Big Vickis","Sheltered",2011,"shallow",2,"Acanthuridae","Grazer","cte.stri",11
"133","Big Vickis","Sheltered",2011,"shallow",2,"Acanthuridae","Planktivore","nas.annu",1
"134","Big Vickis","Sheltered",2011,"shallow",2,"Chaetodontidae","Facultative corallivore","cha.citr",6
"135","Big Vickis","Sheltered",2011,"shallow",2,"Chaetodontidae","Obligate corallivore","cha.afas",2
"136","Big Vickis","Sheltered",2011,"shallow",2,"Chaetodontidae","Obligate corallivore","cha.baro",1
"137","Big Vickis","Sheltered",2011,"shallow",2,"Chaetodontidae","Omnivore","cha.auri",4
"138","Big Vickis","Sheltered",2011,"shallow",2,"Chaetodontidae","Omnivore","cha.vaga",2
"139","Big Vickis","Sheltered",2011,"shallow",2,"Labridae","Hunting piscivore","oxy.diag",1
"140","Big Vickis","Sheltered",2011,"shallow",2,"Labridae","Hunting piscivore","tha.luna",8
"141","Big Vickis","Sheltered",2011,"shallow",2,"Labridae","Macroinvertivore","bod.axil",1
"142","Big Vickis","Sheltered",2011,"shallow",2,"Labridae","Macroinvertivore","che.chlo",4
"143","Big Vickis","Sheltered",2011,"shallow",2,"Labridae","Macroinvertivore","hem.melt",3
"144","Big Vickis","Sheltered",2011,"shallow",2,"Labridae","Microinvertivore","hal.mela",2
"145","Big Vickis","Sheltered",2011,"shallow",2,"Labridae","Microinvertivore","lab.dimi",3
"146","Big Vickis","Sheltered",2011,"shallow",2,"Mullidae","Macroinvertivore","par.mult",5
"147","Big Vickis","Sheltered",2011,"shallow",2,"Nemipteridae","Macroinvertivore","sco.bili",4
"148","Big Vickis","Sheltered",2011,"shallow",2,"Pomacanthidae","Omnivore","poc.sexs",1
"149","Big Vickis","Sheltered",2011,"shallow",2,"Pomacentridae","Extensive farmer","pom.ward",3
"150","Big Vickis","Sheltered",2011,"shallow",2,"Pomacentridae","Indeterminate farmer","pom.adel",76
"151","Big Vickis","Sheltered",2011,"shallow",2,"Pomacentridae","Indeterminate farmer","pom.chry",1
"152","Big Vickis","Sheltered",2011,"shallow",2,"Pomacentridae","Intensive farmer","dis.pros",2
"153","Big Vickis","Sheltered",2011,"shallow",2,"Pomacentridae","Omnivore","pom.molu",91
"154","Big Vickis","Sheltered",2011,"shallow",2,"Pomacentridae","Planktivore","amb.cura",1
"155","Big Vickis","Sheltered",2011,"shallow",2,"Pomacentridae","Planktivore","pom.lepi",2
"156","Big Vickis","Sheltered",2011,"shallow",2,"Scaridae","Excavator","chs.sord",6
"157","Big Vickis","Sheltered",2011,"shallow",2,"Scaridae","Scraper","hip.long",1
"158","Big Vickis","Sheltered",2011,"shallow",2,"Scaridae","Scraper","sca.alti",1
"159","Big Vickis","Sheltered",2011,"shallow",2,"Scaridae","Scraper","sca.nigr",1
"160","Big Vickis","Sheltered",2011,"shallow",2,"Scaridae","Scraper","sca.rivu",3
"161","Big Vickis","Sheltered",2011,"shallow",2,"Scaridae","Scraper","sca.schl",2
"162","Big Vickis","Sheltered",2011,"shallow",2,"Serranidae","Carnivore","cep.argu",1
"163","Big Vickis","Sheltered",2011,"shallow",2,"Serranidae","Carnivore","cep.boen",1
"164","Big Vickis","Sheltered",2011,"shallow",2,"Siganidae","Browser","sig.doli",2
"165","Big Vickis","Sheltered",2011,"shallow",2,"Siganidae","Browser","sig.vulp",1
"166","Big Vickis","Sheltered",2011,"shallow",3,"Acanthuridae","Cropper","aca.ncus",4
"167","Big Vickis","Sheltered",2011,"shallow",3,"Acanthuridae","Cropper","zeb.veli",2
"168","Big Vickis","Sheltered",2011,"shallow",3,"Acanthuridae","Grazer","aca.bloc",5
"169","Big Vickis","Sheltered",2011,"shallow",3,"Acanthuridae","Grazer","cte.stri",2
"170","Big Vickis","Sheltered",2011,"shallow",3,"Chaetodontidae","Facultative corallivore","cha.citr",2
"171","Big Vickis","Sheltered",2011,"shallow",3,"Chaetodontidae","Obligate corallivore","cha.baro",1
"172","Big Vickis","Sheltered",2011,"shallow",3,"Chaetodontidae","Obligate corallivore","cha.ttus",4
"173","Big Vickis","Sheltered",2011,"shallow",3,"Chaetodontidae","Omnivore","cha.auri",1
"174","Big Vickis","Sheltered",2011,"shallow",3,"Chaetodontidae","Omnivore","cha.ephi",2
"175","Big Vickis","Sheltered",2011,"shallow",3,"Chaetodontidae","Omnivore","cha.vaga",4
"176","Big Vickis","Sheltered",2011,"shallow",3,"Labridae","Hunting piscivore","tha.luna",6
"177","Big Vickis","Sheltered",2011,"shallow",3,"Labridae","Macroinvertivore","che.chlo",2
"178","Big Vickis","Sheltered",2011,"shallow",3,"Labridae","Macroinvertivore","che.fasc",1
"179","Big Vickis","Sheltered",2011,"shallow",3,"Labridae","Macroinvertivore","hal.hort",1
"180","Big Vickis","Sheltered",2011,"shallow",3,"Labridae","Microinvertivore","lab.dimi",3
"181","Big Vickis","Sheltered",2011,"shallow",3,"Labridae","Omnivore","tha.jans",1
"182","Big Vickis","Sheltered",2011,"shallow",3,"Mullidae","Macroinvertivore","par.barb",1
"183","Big Vickis","Sheltered",2011,"shallow",3,"Mullidae","Macroinvertivore","par.mult",1
"184","Big Vickis","Sheltered",2011,"shallow",3,"Nemipteridae","Macroinvertivore","sco.bili",3
"185","Big Vickis","Sheltered",2011,"shallow",3,"Pomacanthidae","Omnivore","poc.semi",1
"186","Big Vickis","Sheltered",2011,"shallow",3,"Pomacentridae","Extensive farmer","pom.ward",4
"187","Big Vickis","Sheltered",2011,"shallow",3,"Pomacentridae","Indeterminate farmer","pom.adel",2
"188","Big Vickis","Sheltered",2011,"shallow",3,"Pomacentridae","Indeterminate farmer","pom.chry",2
"189","Big Vickis","Sheltered",2011,"shallow",3,"Pomacentridae","Intensive farmer","dis.pers",1
"190","Big Vickis","Sheltered",2011,"shallow",3,"Pomacentridae","Omnivore","pom.ambo",28
"191","Big Vickis","Sheltered",2011,"shallow",3,"Pomacentridae","Omnivore","pom.molu",92
"192","Big Vickis","Sheltered",2011,"shallow",3,"Pomacentridae","Planktivore","pom.coel",7
"193","Big Vickis","Sheltered",2011,"shallow",3,"Pomacentridae","Planktivore","pom.lepi",6
"194","Big Vickis","Sheltered",2011,"shallow",3,"Pomacentridae","Planktivore","pom.naga",8
"195","Big Vickis","Sheltered",2011,"shallow",3,"Scaridae","Excavator","chs.sord",2
"196","Big Vickis","Sheltered",2011,"shallow",3,"Scaridae","Scraper","sca.nigr",3
"197","Big Vickis","Sheltered",2011,"shallow",3,"Scaridae","Scraper","sca.rivu",4
"198","Big Vickis","Sheltered",2011,"shallow",3,"Scaridae","Scraper","sca.schl",2
"199","Big Vickis","Sheltered",2011,"shallow",3,"Serranidae","Hunting piscivore","pms.leop",1
"200","Big Vickis","Sheltered",2011,"shallow",3,"Siganidae","Browser","sig.doli",2
"201","Big Vickis","Sheltered",2015,"deep",1,"Acanthuridae","Grazer","aca.bloc",1
"202","Big Vickis","Sheltered",2015,"deep",1,"Acanthuridae","Grazer","cte.stri",3
"203","Big Vickis","Sheltered",2015,"deep",1,"Carangidae","Macroinvertivore","tra.bloc",1
"204","Big Vickis","Sheltered",2015,"deep",1,"Chaetodontidae","Facultative corallivore","cha.mela",2
"205","Big Vickis","Sheltered",2015,"deep",1,"Chaetodontidae","Facultative corallivore","cha.spec",2
"206","Big Vickis","Sheltered",2015,"deep",1,"Chaetodontidae","Obligate corallivore","cha.afas",4
"207","Big Vickis","Sheltered",2015,"deep",1,"Chaetodontidae","Obligate corallivore","cha.pleb",1
"208","Big Vickis","Sheltered",2015,"deep",1,"Chaetodontidae","Omnivore","cha.ephi",2
"209","Big Vickis","Sheltered",2015,"deep",1,"Labridae","Carnivore","epb.insi",1
"210","Big Vickis","Sheltered",2015,"deep",1,"Labridae","Hunting piscivore","oxy.diag",1
"211","Big Vickis","Sheltered",2015,"deep",1,"Labridae","Hunting piscivore","tha.luna",5
"212","Big Vickis","Sheltered",2015,"deep",1,"Labridae","Macroinvertivore","che.chlo",2
"213","Big Vickis","Sheltered",2015,"deep",1,"Labridae","Macroinvertivore","che.fasc",1
"214","Big Vickis","Sheltered",2015,"deep",1,"Labridae","Macroinvertivore","hem.melt",3
"215","Big Vickis","Sheltered",2015,"deep",1,"Labridae","Microinvertivore","lab.dimi",4
"216","Big Vickis","Sheltered",2015,"deep",1,"Lutjanidae","Carnivore","lut.carp",1
"217","Big Vickis","Sheltered",2015,"deep",1,"Lutjanidae","Carnivore","lut.gibb",1
"218","Big Vickis","Sheltered",2015,"deep",1,"Nemipteridae","Carnivore","sco.marg",2
"219","Big Vickis","Sheltered",2015,"deep",1,"Nemipteridae","Macroinvertivore","sco.bili",1
"220","Big Vickis","Sheltered",2015,"deep",1,"Pomacanthidae","Omnivore","poc.sexs",4
"221","Big Vickis","Sheltered",2015,"deep",1,"Pomacentridae","Indeterminate farmer","pom.adel",21
"222","Big Vickis","Sheltered",2015,"deep",1,"Pomacentridae","Omnivore","neg.mela",1
"223","Big Vickis","Sheltered",2015,"deep",1,"Pomacentridae","Omnivore","pom.ambo",12
"224","Big Vickis","Sheltered",2015,"deep",1,"Pomacentridae","Omnivore","pom.brac",21
"225","Big Vickis","Sheltered",2015,"deep",1,"Pomacentridae","Omnivore","pom.molu",10
"226","Big Vickis","Sheltered",2015,"deep",1,"Pomacentridae","Planktivore","amb.cura",3
"227","Big Vickis","Sheltered",2015,"deep",1,"Pomacentridae","Planktivore","das.arua",1
"228","Big Vickis","Sheltered",2015,"deep",1,"Pomacentridae","Planktivore","das.reti",2
"229","Big Vickis","Sheltered",2015,"deep",1,"Pomacentridae","Planktivore","neo.azys",18
"230","Big Vickis","Sheltered",2015,"deep",1,"Pomacentridae","Planktivore","pom.naga",17
"231","Big Vickis","Sheltered",2015,"deep",1,"Scaridae","Excavator","chs.sord",1
"232","Big Vickis","Sheltered",2015,"deep",1,"Scaridae","Scraper","sca.alti",2
"233","Big Vickis","Sheltered",2015,"deep",1,"Scaridae","Scraper","sca.cham",1
"234","Big Vickis","Sheltered",2015,"deep",1,"Scaridae","Scraper","sca.flav",6
"235","Big Vickis","Sheltered",2015,"deep",1,"Scaridae","Scraper","sca.nigr",5
"236","Big Vickis","Sheltered",2015,"deep",1,"Scaridae","Scraper","sca.rivu",12
"237","Big Vickis","Sheltered",2015,"deep",1,"Scaridae","Scraper","sca.schl",3
"238","Big Vickis","Sheltered",2015,"deep",1,"Serranidae","Carnivore","cep.boen",1
"239","Big Vickis","Sheltered",2015,"deep",1,"Serranidae","Carnivore","cep.cyan",1
"240","Big Vickis","Sheltered",2015,"deep",1,"Siganidae","Browser","sig.doli",4
"241","Big Vickis","Sheltered",2015,"deep",1,"Siganidae","Browser","sig.pmus",2
"242","Big Vickis","Sheltered",2015,"deep",1,"Siganidae","Browser","sig.vulp",2
"243","Big Vickis","Sheltered",2015,"deep",1,"Siganidae","Grazer","sig.line",2
"244","Big Vickis","Sheltered",2015,"deep",1,"Siganidae","Spongivore","sig.puel",2
"245","Big Vickis","Sheltered",2015,"deep",2,"Acanthuridae","Cropper","zeb.scop",1
"246","Big Vickis","Sheltered",2015,"deep",2,"Acanthuridae","Grazer","aca.aura",1
"247","Big Vickis","Sheltered",2015,"deep",2,"Acanthuridae","Grazer","aca.bloc",3
"248","Big Vickis","Sheltered",2015,"deep",2,"Acanthuridae","Grazer","cte.stri",1
"249","Big Vickis","Sheltered",2015,"deep",2,"Balistidae","Macroinvertivore","suf.chry",2
"250","Big Vickis","Sheltered",2015,"deep",2,"Chaetodontidae","Facultative corallivore","cha.mela",2
"251","Big Vickis","Sheltered",2015,"deep",2,"Chaetodontidae","Microinvertivore","chm.rost",1
"252","Big Vickis","Sheltered",2015,"deep",2,"Chaetodontidae","Obligate corallivore","cha.afas",4
"253","Big Vickis","Sheltered",2015,"deep",2,"Haemulidae","Carnivore","dia.pict",2
"254","Big Vickis","Sheltered",2015,"deep",2,"Haemulidae","Macroinvertivore","ple.chry",1
"255","Big Vickis","Sheltered",2015,"deep",2,"Labridae","Carnivore","che.undu",1
"256","Big Vickis","Sheltered",2015,"deep",2,"Labridae","Carnivore","cir.punc",4
"257","Big Vickis","Sheltered",2015,"deep",2,"Labridae","Hunting piscivore","tha.luna",3
"258","Big Vickis","Sheltered",2015,"deep",2,"Labridae","Macroinvertivore","che.fasc",2
"259","Big Vickis","Sheltered",2015,"deep",2,"Labridae","Macroinvertivore","cor.batu",1
"260","Big Vickis","Sheltered",2015,"deep",2,"Labridae","Microinvertivore","hal.mela",1
"261","Big Vickis","Sheltered",2015,"deep",2,"Labridae","Microinvertivore","lab.dimi",2
"262","Big Vickis","Sheltered",2015,"deep",2,"Labridae","Microinvertivore","pse.hexa",4
"263","Big Vickis","Sheltered",2015,"deep",2,"Lethrinidae","Carnivore","let.atki",1
"264","Big Vickis","Sheltered",2015,"deep",2,"Lethrinidae","Carnivore","let.nebu",2
"265","Big Vickis","Sheltered",2015,"deep",2,"Lethrinidae","Macroinvertivore","let.obso",1
"266","Big Vickis","Sheltered",2015,"deep",2,"Lutjanidae","Carnivore","lut.carp",1
"267","Big Vickis","Sheltered",2015,"deep",2,"Lutjanidae","Carnivore","lut.gibb",1
"268","Big Vickis","Sheltered",2015,"deep",2,"Lutjanidae","Hunting piscivore","lut.mono",1
"269","Big Vickis","Sheltered",2015,"deep",2,"Pomacanthidae","Omnivore","poc.sexs",1
"270","Big Vickis","Sheltered",2015,"deep",2,"Pomacentridae","Indeterminate farmer","pom.adel",8
"271","Big Vickis","Sheltered",2015,"deep",2,"Pomacentridae","Omnivore","neg.mela",1
"272","Big Vickis","Sheltered",2015,"deep",2,"Pomacentridae","Omnivore","pom.ambo",9
"273","Big Vickis","Sheltered",2015,"deep",2,"Pomacentridae","Omnivore","pom.brac",20
"274","Big Vickis","Sheltered",2015,"deep",2,"Pomacentridae","Omnivore","pom.molu",122
"275","Big Vickis","Sheltered",2015,"deep",2,"Pomacentridae","Planktivore","chr.tern",282
"276","Big Vickis","Sheltered",2015,"deep",2,"Pomacentridae","Planktivore","chr.viri",35
"277","Big Vickis","Sheltered",2015,"deep",2,"Pomacentridae","Planktivore","neo.azys",45
"278","Big Vickis","Sheltered",2015,"deep",2,"Pomacentridae","Planktivore","pom.naga",7
"279","Big Vickis","Sheltered",2015,"deep",2,"Scaridae","Scraper","sca.flav",6
"280","Big Vickis","Sheltered",2015,"deep",2,"Scaridae","Scraper","sca.nigr",3
"281","Big Vickis","Sheltered",2015,"deep",2,"Scaridae","Scraper","sca.rivu",2
"282","Big Vickis","Sheltered",2015,"deep",2,"Scaridae","Scraper","sca.schl",4
"283","Big Vickis","Sheltered",2015,"deep",2,"Serranidae","Carnivore","cep.cyan",1
"284","Big Vickis","Sheltered",2015,"deep",2,"Serranidae","Hunting piscivore","pms.leop",5
"285","Big Vickis","Sheltered",2015,"deep",2,"Siganidae","Browser","sig.doli",2
"286","Big Vickis","Sheltered",2015,"deep",2,"Siganidae","Grazer","sig.line",2
"287","Big Vickis","Sheltered",2015,"deep",3,"Acanthuridae","Grazer","aca.duss",1
"288","Big Vickis","Sheltered",2015,"deep",3,"Acanthuridae","Grazer","cte.stri",2
